player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,nationality,tm_position,tm_photo,fl_pos,fl_pos2,fl_group,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes
Chemsdine Talbi,Sunderland,"MF,FW",20,1561,0.23,0.06,1.44,0.58,2.89,0.173,0.347,0.289,0.058,0.116,25000000.0,Morocco,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/743384-1764837422.jpg?lm=1,RW,,RW,chemsdine talbi,2030-06-30,743384.0,2026-07-09T08:40:33,2025-07-09,,0.134,0.134,0.035,0.694,1.446,0.187,4,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.63,81.34,56.52,14.29,44.44,54.55,7.14,36.36,31.87,0.6918641896220371,0.0,0.980140935297886,0.2882767456758488,0.0576553491351697,0.1153106982703395,3.5169762972453555,0.0576553491351697,0.3459320948110185,1.6143497757847534,0.1153106982703395,0.230621396540679,0.922485586162716,6.226777706598334,0.0,2.0,0.0,0.0,0.0,0.0,28.0,1561.0
Chris Rigg,Sunderland,MF,18,761,0.12,0.12,1.42,0.35,1.294,0.471,0.941,0.941,0.941,0.235,25000000.0,England,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/947411-1707494096.png?lm=1,BX,RM,CM,chris rigg,2030-06-30,947411.0,2026-07-09T08:40:33,2023-07-01,,0.092,0.092,0.137,1.038,1.385,0.227,1,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.63,71.83,47.62,36.36,53.85,61.54,30.77,53.85,49.23,1.0478654592496766,0.2328589909443726,1.1642949547218628,0.3492884864165588,0.1164294954721863,0.4657179818887452,3.3764553686934025,0.4657179818887452,0.9314359637774904,3.260025873221216,0.1164294954721863,0.2328589909443726,0.815006468305304,6.170763260025874,0.0,0.0,0.0,0.0,0.0,0.0,18.0,773.0
Dan Neil,Sunderland,MF,23,14,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4500000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/570336-1748348348.jpg?lm=1,BX,,CM,dan neil,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.6,88.89,100.0,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,6.923076923076923,0.0,0.0,6.923076923076923,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0
Daniel Ballard,Sunderland,DF,25,2149,0.08,0.0,1.09,0.38,0.042,0.837,0.711,1.213,1.213,0.126,20000000.0,Northern Ireland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/503686-1748347870.jpg?lm=1,CB,,CB,daniel ballard,,,,,,0.0,0.08,0.0,0.0,1.09,0.0,2,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.84,82.14,37.18,0.0,60.0,54.55,57.92,60.78,58.95,0.6284916201117319,0.1256983240223463,7.751396648044692,0.2094972067039106,1.005586592178771,0.8379888268156425,2.8910614525139664,4.4413407821229045,0.7541899441340782,2.597765363128492,0.1256983240223463,0.0418994413407821,0.1256983240223463,4.022346368715084,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2148.0
Dennis Cirkin,Sunderland,DF,23,323,0.0,0.0,0.28,0.0,0.833,1.389,1.389,1.111,0.556,0.0,6000000.0,Latvia,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/568006-1711448219.jpg?lm=1,LB,,LB,dennis cirkin,2026-06-30,568006.0,2026-06-19T14:18:12,2021-08-11,,0.019,0.019,0.0,0.0,0.288,0.174,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.64,77.78,25.0,33.33,75.0,62.5,50.0,52.0,51.43,0.0,0.0,3.8297872340425534,0.0,0.2735562310030395,1.3677811550151977,2.188449848024316,1.3677811550151977,1.3677811550151977,3.556231003039514,0.0,0.0,0.8206686930091186,4.924012158054712,0.0,1.0,0.0,0.0,0.0,0.0,8.0,329.0
Eliezer Mayenda,Sunderland,"FW,MF",20,759,0.24,0.0,1.54,0.71,0.119,0.119,0.357,0.714,1.31,0.357,16000000.0,Spain,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/967346-1724772065.jpg?lm=1,ST,RW,ST,eliezer mayenda,2030-06-30,967346.0,2026-06-19T14:18:12,2023-07-28,,0.245,0.245,0.09,0.486,1.581,0.302,2,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.52,65.88,33.33,0.0,34.38,20.0,34.09,34.62,34.43,0.4675324675324675,0.2337662337662337,0.5844155844155844,0.5844155844155844,0.1168831168831168,0.1168831168831168,1.6363636363636365,1.7532467532467533,0.1168831168831168,3.155844155844156,0.0,0.2337662337662337,1.2857142857142858,2.571428571428572,0.0,1.0,0.0,0.0,0.0,0.0,20.0,770.0
Enzo Le Fée,Sunderland,"MF,FW",25,2930,0.06,0.18,1.11,0.37,3.006,0.859,1.718,0.951,1.135,0.123,28000000.0,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/633992-1764837815.jpg?lm=1,BX,,CM,enzo le fee,2029-06-30,633992.0,2026-07-09T08:40:33,2025-07-01,,0.161,0.068,0.23,1.615,1.097,0.402,5,6,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.92,81.4,56.9,25.0,28.26,64.04,26.09,50.92,45.91,1.6202445652173914,0.3974184782608696,1.1005434782608696,0.3668478260869565,0.3668478260869565,0.8865489130434784,4.707880434782609,0.5502717391304348,1.7425271739130437,4.249320652173913,0.1222826086956521,0.703125,0.3974184782608696,9.201766304347826,0.0,8.0,0.0,0.0,0.0,0.0,36.0,2944.0
Granit Xhaka,Sunderland,MF,32,2904,0.03,0.19,0.65,0.15,3.065,0.898,1.022,0.712,1.238,0.0,8000000.0,Switzerland,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/111455-1689711080.jpg?lm=1,DM,,DM,granit xhaka,2028-06-30,111455.0,2026-07-09T08:40:33,2025-07-30,,0.025,0.025,0.115,1.057,0.653,0.325,1,6,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,7.33,83.67,54.98,23.23,45.83,66.0,61.54,59.64,60.31,1.0540819841543232,0.2790217016879091,2.635204960385808,0.1860144677919394,0.6200482259731313,0.8990699276610403,5.549431622459525,1.7361350327247675,1.0230795728556663,3.069238718567,0.0930072338959697,0.2790217016879091,0.3410265242852222,13.672063382707544,0.0,9.0,0.0,0.0,0.0,0.0,34.0,2903.0
Habib Diarra,Sunderland,MF,21,1405,0.06,0.13,1.67,0.51,2.051,0.256,0.449,1.218,1.731,0.192,35000000.0,Senegal,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/876631-1765811931.jpg?lm=1,DM,,DM,habib diarra,2030-06-30,876631.0,2026-07-09T08:40:33,2025-07-01,,0.207,0.159,0.041,0.446,1.655,0.262,2,2,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.68,81.88,26.67,12.5,27.27,50.0,45.83,45.19,45.31,0.4477611940298507,0.0639658848614072,0.8315565031982942,0.255863539445629,0.0,0.255863539445629,3.070362473347548,0.7036247334754797,0.4477611940298507,3.0063965884861408,0.0639658848614072,0.6396588486140725,0.3837953091684435,8.059701492537314,0.0,4.0,0.0,0.0,0.0,0.0,20.0,1407.0
Jenson Seelt,Sunderland,DF,22,134,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.667,0.667,0.0,5000000.0,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/617755-1756751142.jpg?lm=1,CB,,CB,jenson seelt,2028-06-30,617755.0,2026-07-09T08:40:33,2023-07-01,,0.0,0.0,0.0,0.0,0.0,0.203,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.95,88.07,25.0,0.0,0.0,0.0,83.33,62.5,71.43,0.0,0.0,4.701492537313433,0.0,0.6716417910447761,0.0,4.029850746268656,3.3582089552238803,0.0,3.3582089552238803,0.0,0.0,0.0,6.044776119402985,0.0,0.0,0.0,0.0,0.0,0.0,2.0,134.0
Jocelin Ta Bi,Sunderland,MF,20,38,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,2.5,0.0,2500000.0,Cote d'Ivoire,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1322090-1768311614.jpg?lm=1,RW,,RW,jocelin ta bi,2030-06-30,1322090.0,2026-07-09T08:40:33,2026-01-16,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.7,100.0,0.0,20.0,66.67,0.0,0.0,66.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615384615384615,0.0,0.0,9.23076923076923,0.0,0.0,4.615384615384615,2.3076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0
Luke O'Nien,Sunderland,DF,30,569,0.0,0.16,0.63,0.16,1.111,0.952,0.952,1.111,1.27,0.0,700000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/282939-1724770104.jpg?lm=1,CB,DM,CB,luke o'nien,2027-06-30,282939.0,2026-07-09T08:40:33,2018-07-30,,0.034,0.034,0.017,0.324,0.647,0.36,0,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.62,83.67,41.03,0.0,100.0,83.33,40.91,68.18,54.55,0.3045685279187817,0.0,4.568527918781726,0.1522842639593908,0.1522842639593908,0.9137055837563453,1.5228426395939088,1.370558375634518,0.7614213197969544,2.284263959390863,0.1522842639593908,0.0,0.1522842639593908,5.177664974619289,0.0,2.0,0.0,0.0,0.0,0.0,12.0,591.0
Lutsharel Geertruida,Sunderland,"DF,MF",25,1693,0.0,0.0,0.58,0.16,0.479,1.064,1.17,0.798,0.372,0.053,20000000.0,Netherlands,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/420210-1729520430.jpg?lm=1,RB,CB,RB,lutsharel geertruida,2026-06-30,420210.0,2026-06-19T14:18:12,2025-09-01,,0.045,0.045,0.042,0.434,0.597,0.246,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.8,86.14,48.15,22.22,58.33,56.76,46.15,59.3,56.25,0.4230317273795534,0.0528789659224441,2.4853113983548765,0.2115158636897767,0.5287896592244419,1.0047003525264395,3.754406580493537,0.6345475910693302,1.1104582843713278,2.6968272620446534,0.1057579318448883,0.2643948296122209,0.3701527614571093,6.292596944770858,0.0,3.0,0.0,0.0,0.0,0.0,28.0,1702.0
Marc Guiu,Sunderland,FW,19,15,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,Spain,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/938158-1719846394.jpg?lm=1,ST,,ST,marc guiu,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melker Ellborg,Sunderland,GK,22,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,Sweden,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/605426-1740563649.jpg?lm=1,GK,,GK,melker ellborg,2030-06-30,605426.0,2026-07-09T08:40:33,2026-02-01,,0.0,0.0,0.0,0.0,0.0,0.034,0,0,83.3,33.3,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,7.0,46.94,20.31,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,3.0,270.0
Nilson Angulo,Sunderland,MF,22,404,0.0,0.0,1.56,0.67,1.556,1.111,1.556,2.444,0.667,0.222,17000000.0,Ecuador,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/903611-1749390009.jpg?lm=1,WF,AM,AM,nilson angulo,2030-06-30,903611.0,2026-07-09T08:40:33,2026-02-02,,0.196,0.196,0.011,0.651,1.518,0.194,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.51,73.08,0.0,16.67,43.75,70.0,38.46,41.67,40.98,0.6537530266343826,0.0,2.397094430992736,0.2179176755447942,0.0,1.089588377723971,1.961259079903148,1.089588377723971,1.5254237288135597,4.358353510895884,0.0,0.4358353510895884,1.5254237288135597,4.576271186440678,0.0,0.0,0.0,0.0,0.0,0.0,8.0,413.0
Noah Sadiki,Sunderland,MF,20,2889,0.0,0.03,0.59,0.16,0.654,1.028,0.81,0.966,1.246,0.062,35000000.0,DR Congo,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/727089-1767005980.jpg?lm=1,DM,RB,DM,noah sadiki,2030-06-30,727089.0,2026-07-09T08:40:33,2025-07-04,,0.05,0.05,0.029,0.587,0.587,0.258,0,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.78,85.35,46.34,19.05,61.36,52.17,36.67,56.0,53.48,0.5908776779543883,0.0,1.3683483068417417,0.2798894263994471,0.3420870767104353,1.0573600552868,3.54526606772633,0.3420870767104353,0.746371803731859,3.4830684174153417,0.0621976503109882,0.497581202487906,0.8396682791983413,7.059433310297166,0.0,8.0,0.0,0.0,0.0,0.0,33.0,2894.0
Nordi Mukiele,Sunderland,DF,27,2784,0.1,0.1,0.84,0.13,2.751,1.197,1.456,1.133,0.841,0.097,16000000.0,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/348026-1727378130.jpg?lm=1,RB,,RB,nordi mukiele,2029-06-30,348026.0,2026-07-09T08:40:33,2025-08-17,,0.09,0.09,0.089,0.741,0.838,0.292,3,3,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.96,78.64,38.02,16.28,48.15,66.67,59.85,57.14,58.28,0.7750269106566201,0.2260495156081808,5.037674919268031,0.3229278794402583,0.3229278794402583,1.2917115177610334,4.230355220667384,2.551130247578041,1.4854682454251884,3.3584499461786868,0.0968783638320775,0.0968783638320775,0.4198062432723358,6.426264800861142,0.0,8.0,0.0,0.0,0.0,0.0,32.0,2787.0
Omar Alderete,Sunderland,DF,28,2798,0.03,0.03,0.77,0.29,0.354,1.158,0.579,1.093,0.322,0.161,13000000.0,Paraguay,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/353032-1669365021.jpg?lm=1,CB,LB,CB,omar alderete,2029-06-30,353032.0,2026-07-09T08:40:33,2025-08-12,,0.05,0.05,0.019,0.288,0.769,0.146,1,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.82,81.06,40.0,27.27,80.95,56.25,57.52,50.0,54.28,0.2890792291220557,0.032119914346895,6.970021413276231,0.2248394004282655,0.9314775160599572,1.1563169164882228,3.308351177730193,2.8265524625267666,0.5781584582441114,1.8629550321199144,0.1605995717344753,0.0963597430406852,0.5460385438972163,3.661670235546039,0.0,9.0,0.0,0.0,0.0,0.0,33.0,2802.0
Patrick Roberts,Sunderland,"FW,MF",28,28,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,England,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/225452-1724771824.jpg?lm=1,RW,AM,RW,patrick roberts,,,,,,0.266,0.266,0.0,0.0,3.913,0.428,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.4,80.0,100.0,0.0,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,3.333333333333333,0.0,0.0,3.333333333333333,0.0,0.0,3.333333333333333,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0
Reinildo Mandava,Sunderland,DF,31,1966,0.0,0.05,0.18,0.0,1.055,1.33,1.055,1.468,1.606,0.046,4000000.0,Mozambique,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/240692-1666818500.jpg?lm=1,LB,,LB,reinildo mandava,2027-06-30,240692.0,2026-07-09T08:40:33,2025-07-08,,0.0,0.0,0.05,0.15,0.18,0.0,0,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.67,85.87,35.82,17.39,55.56,58.97,54.84,55.06,55.0,0.2742508887760284,0.0,3.702386998476384,0.0914169629253428,0.6399187404773997,1.4169629253428138,4.113763331640427,1.554088369730828,1.0512950736414424,3.9766378872524126,0.0457084814626714,0.228542407313357,0.6856272219400712,6.124936515997969,0.0,6.0,0.0,0.0,0.0,0.0,25.0,1969.0
Robin Roefs,Sunderland,GK,22,3150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000000.0,Netherlands,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/646991-1723035894.jpg?lm=1,GK,,GK,robin roefs,2030-06-30,646991.0,2026-07-09T08:40:33,2025-08-01,,0.0,0.0,0.02,0.114,0.0,0.09,0,0,70.9,28.6,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.96,63.66,29.94,0.0,100.0,0.0,100.0,84.62,94.59,0.1428571428571428,0.0285714285714285,1.0571428571428572,0.0,0.0,0.0,9.542857142857144,0.6857142857142857,0.0,0.3142857142857143,0.2,0.0,0.0285714285714285,2.4571428571428573,3.1142857142857143,10.0,1.2857142857142858,0.2571428571428571,0.7142857142857143,0.0,35.0,3150.0
Romaine Mundle,Sunderland,MF,22,411,0.0,0.0,1.53,0.44,2.391,0.217,0.87,1.522,1.739,0.0,7000000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/696181-1748348552.jpg?lm=1,WF,,W,romaine mundle,2028-06-30,696181.0,2026-07-09T08:40:33,2024-02-01,,0.164,0.164,0.004,0.243,1.703,0.312,0,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.5,85.58,50.0,18.18,46.67,100.0,62.5,34.55,38.1,0.2184466019417476,0.0,1.3106796116504855,0.4368932038834952,0.0,0.2184466019417476,4.805825242718447,1.0922330097087378,1.0922330097087378,4.150485436893204,0.0,0.6553398058252428,1.529126213592233,6.990291262135923,0.0,0.0,0.0,0.0,0.0,0.0,14.0,412.0
Simon Adingra,Sunderland,"MF,FW",23,653,0.14,0.0,0.83,0.28,3.699,0.274,1.096,2.466,0.411,0.548,22000000.0,Cote d'Ivoire,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/658536-1746437487.jpg?lm=1,WF,,W,simon adingra,2030-06-30,658536.0,2026-07-09T08:40:33,2025-07-10,,0.045,0.045,0.099,0.947,0.812,0.267,1,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.51,75.78,33.33,18.52,26.92,72.73,39.13,28.0,30.61,0.9473684210526316,0.2706766917293233,1.4887218045112782,0.2706766917293233,0.0,0.2706766917293233,2.706766917293233,1.218045112781955,1.0827067669172932,2.8421052631578947,0.0,0.5413533834586466,0.9473684210526316,5.819548872180451,0.0,0.0,0.0,0.0,0.0,0.0,14.0,665.0
Trai Hume,Sunderland,"DF,MF",23,3036,0.06,0.03,1.01,0.21,2.611,0.742,1.365,0.89,1.128,0.089,22000000.0,Northern Ireland,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/515544-1748348258.jpg?lm=1,RB,,RB,trai hume,2030-06-30,515544.0,2026-07-09T08:40:33,2022-01-04,,0.08,0.08,0.062,0.799,1.006,0.244,2,1,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.76,75.38,42.0,15.12,26.32,70.15,48.87,56.41,53.35,0.859400724399078,0.0296345077378992,2.9338162660520246,0.3556140928547909,0.3556140928547909,0.740862693447481,3.0227197892657225,1.9262430029634503,1.3928218636812644,3.259795851168916,0.0889035232136977,0.3556140928547909,0.1481725386894962,6.578860717813631,0.0,8.0,0.0,0.0,0.0,0.0,38.0,3037.0
Wilson Isidor,Sunderland,FW,24,1165,0.46,0.0,3.32,1.31,0.0,0.155,0.62,1.085,0.543,0.775,18000000.0,Haiti,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/494237-1739871086.jpg?lm=1,ST,LW,ST,wilson isidor,2028-06-30,494237.0,2026-07-09T08:40:33,2025-02-01,,0.443,0.443,0.0,0.0,3.389,0.475,6,0,,,48,1.263157894736842,0.5625,42,1.105263157894737,0.3000000000000001,6.64,60.0,14.29,0.0,25.0,72.73,26.32,32.88,29.17,0.0,0.0,1.1508951406649617,0.9207161125319692,0.0767263427109974,0.0767263427109974,1.7647058823529411,1.918158567774936,0.6138107416879796,1.8414322250639383,0.0,0.2301790281329923,0.4603580562659846,3.145780051150896,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1173.0
Antonín Kinský,Tottenham Hotspur,GK,22,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,Czech Republic,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/725912-1766160431.jpg?lm=1,GK,,GK,antonin kinsky,2031-06-30,725912.0,2026-07-09T08:40:37,2025-01-05,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62.5,28.6,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.86,62.84,33.61,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,4.714285714285714,0.4285714285714285,0.0,0.1428571428571428,0.0,0.0,0.0,1.2857142857142858,1.4285714285714286,2.0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0,7.0,630.0
Archie Gray,Tottenham Hotspur,"MF,DF",19,1478,0.12,0.12,0.67,0.3,0.732,1.037,0.488,0.732,0.122,0.0,35000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/922693-1695108880.jpg?lm=1,BX,DF,CM,archie gray,2030-06-30,922693.0,2026-07-09T08:40:37,2024-07-02,,0.0,0.12,0.12,0.36,0.67,0.0,2,2,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.6,83.12,40.38,33.33,43.75,72.73,36.0,33.9,34.52,0.48,0.18,2.64,0.18,0.24,1.02,3.42,0.5399999999999999,0.48,1.2,0.06,0.12,0.42,6.48,0.0,2.0,0.0,0.0,0.0,0.0,24.0,1500.0
Ben Davies,Tottenham Hotspur,DF,32,137,0.66,0.0,1.31,1.31,2.0,0.667,2.667,1.333,0.0,0.0,3000000.0,Wales,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/192765-1668520095.jpg?lm=1,LB,CB,LB,ben davies,2027-06-30,192765.0,2026-07-09T08:40:37,2014-07-23,,0.0,0.66,0.0,0.0,1.31,0.0,1,0,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.9,86.15,62.5,66.67,0.0,80.0,57.14,62.5,60.0,0.6521739130434783,0.0,5.217391304347826,0.0,0.6521739130434783,0.6521739130434783,3.260869565217391,2.608695652173913,2.608695652173913,3.260869565217391,0.0,0.0,0.0,8.478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,3.0,138.0
Brennan Johnson,Tottenham Hotspur,"MF,FW",24,610,0.3,0.0,0.89,0.3,3.382,0.294,1.324,0.294,0.588,1.176,30000000.0,Wales,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/470607-1692959021.jpg?lm=1,FW,,ST,brennan johnson,,,,,,0.0,0.3,0.0,0.0,0.89,0.0,2,0,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callum Olusesi,Tottenham Hotspur,MF,18,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/985546-1731007186.jpg?lm=1,MF,,CM,callum olusesi,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.857142857142858,0.0,0.0,0.0,0.0,6.428571428571429,0.0,25.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
Conor Gallagher,Tottenham Hotspur,MF,25,1184,0.08,0.08,0.84,0.3,1.742,1.364,1.061,1.894,1.742,0.076,32000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/488362-1668500476.jpg?lm=1,BX,,CM,conor gallagher,2031-06-30,488362.0,2026-07-09T08:40:37,2026-01-14,,0.0,0.08,0.08,0.24,0.84,0.0,1,1,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.69,84.73,62.5,26.09,61.9,69.57,39.13,49.57,47.83,0.9782608695652172,0.0752508361204013,0.451505016722408,0.1505016722408026,0.3010033444816053,1.354515050167224,5.493311036789297,0.677257525083612,1.2040133779264213,4.289297658862876,0.0752508361204013,1.2040133779264213,0.9782608695652172,9.03010033444816,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1196.0
Cristian Romero,Tottenham Hotspur,DF,27,1868,0.19,0.05,0.82,0.29,0.048,1.49,1.442,1.538,0.769,0.048,45000000.0,Argentina,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/355915-1665609429.jpg?lm=1,CB,,CB,cristian romero,2029-06-30,355915.0,2026-07-09T08:40:37,2022-08-30,,0.0,0.19,0.05,0.15,0.82,0.0,4,1,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,7.11,87.32,48.96,0.0,80.0,50.0,71.57,62.12,66.24,0.5769230769230769,0.1923076923076923,4.519230769230769,0.0961538461538461,0.673076923076923,1.4423076923076923,4.230769230769231,3.5096153846153846,1.3942307692307692,3.942307692307692,0.1442307692307692,0.0961538461538461,0.3846153846153846,5.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,1872.0
Dane Scarlett,Tottenham Hotspur,FW,21,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1500000.0,England,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/670883-1782247171.jpg?lm=1,ST,,ST,dane scarlett,2027-06-30,670883.0,2026-07-09T08:40:37,2023-07-01,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,57,1.5,0.3749999999999999,48,1.263157894736842,0.42,6.45,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0
